698,0.0817
699,0.0804
700,0.0791
701,0.079
702,0.0785
703,0.0773
704,0.0774
705,0.0772
706,0.0767
707,0.0756
708,0.0761
709,0.0743
710,0.0735
711,0.0733
712,0.0724
713,0.0707
714,0.0702
715,0.0702
716,0.07
717,0.0686
718,0.0675
719,0.0673
720,0.0663
721,0.0663
722,0.065
723,0.0654
724,0.0647
725,0.0643
726,0.0633
727,0.0616
728,0.0628
729,0.0619
730,0.061
731,0.0597
732,0.0593
733,0.0614
734,0.0602
735,0.058
736,0.0576
737,0.0568
738,0.0583
739,0.0557
740,0.0544
741,0.0548
742,0.0554
743,0.0538
744,0.052
745,0.0531
746,0.0524
747,0.052
748,0.05
749,0.049
750,0.0484
751,0.0492
752,0.0486
753,0.0494
754,0.0487
755,0.0465
756,0.0476
757,0.0472
758,0.0461
759,0.0462
760,0.0452
761,0.0442
762,0.0445
763,0.043
764,0.0433
765,0.0422
766,0.0426
767,0.0408
768,0.0408
769,0.0392
770,0.0413
771,0.039
772,0.039
773,0.0399
774,0.0384
775,0.0386
776,0.0376
777,0.0379
778,0.0366
779,0.0364
780,0.0351
781,0.035
782,0.0349
783,0.0343
784,0.0347
785,0.0347
786,0.0334
787,0.0337
788,0.0339
789,0.0329
790,0.0333
791,0.0332
792,0.0317
793,0.0322
794,0.0316
795,0.0319
796,0.0303
797,0.0317
798,0.0314
799,0.0307
800,0.0307
801,0.0295
802,0.0288
803,0.0281
804,0.029
805,0.0283
806,0.0275
807,0.026
808,0.0283
809,0.0267
810,0.0253
811,0.026
812,0.0264
813,0.0244
814,0.0241
815,0.0239
816,0.0252
817,0.0244
818,0.0249
819,0.025
820,0.0231
821,0.024
822,0.023
823,0.0229
824,0.0227
825,0.0227
826,0.0231
827,0.0226
828,0.022
829,0.0217
830,0.0211
831,0.0204
832,0.0201
833,0.0217
834,0.0195
835,0.0204
836,0.0211
837,0.0193
838,0.0199
839,0.019
840,0.018
841,0.0196
842,0.0173
843,0.0184
844,0.0188
845,0.0196
846,0.0194
847,0.0195
848,0.0185
849,0.0174
850,0.0147
851,0.0174
852,0.0154
853,0.0162
854,0.0166
855,0.0169
856,0.0147
857,0.0166
858,0.0149
859,0.0157
860,0.0154
861,0.0159
862,0.0148
863,0.016
864,0.0155
865,0.014
866,0.0153
867,0.0156
868,0.0139
869,0.0154
870,0.0144
871,0.0128
872,0.0148
873,0.0127
874,0.0149
875,0.0143
876,0.0143
877,0.0142
878,0.0128
879,0.0132
880,0.0131
881,0.0133
882,0.0129
883,0.0127
884,0.0125
885,0.0127
886,0.0132
887,0.0119
888,0.0113
889,0.0125
890,0.0115
891,0.0131
892,0.0117
893,0.0123
894,0.0103
895,0.0121
896,0.0113
897,0.011
898,0.0109
899,0.0116
900,0.0096
